,Neighborhood,Neighborhood Latitude,Neighborhood Longitude,Venue,Venue Latitude,Venue Longitude,Venue Category
1078,Kemah,29.542,-95.017,Zone 504,29.54436413716305,-95.01762622017178,Bar
1079,Kemah,29.542,-95.017,Office Depot,29.539367,-95.020112,Paper / Office Supplies Store
1080,Kemah,29.542,-95.017,D'Vine Wine,29.541894313036256,-95.01899238681017,Winery
1081,Kemah,29.542,-95.017,Loco Deckhouse,29.541531691501916,-95.01822313913081,Bar
1082,Kemah,29.542,-95.017,Boardwalk Vapor,29.542887,-95.018105,Smoke Shop
1083,Kemah,29.542,-95.017,Tequila Mia's Mexican Restaurant,29.54152385430396,-95.01820158428224,Mexican Restaurant
1084,Kemah,29.542,-95.017,The Burger House,29.54356293296897,-95.0181723488429,Burger Joint
1085,Kemah,29.542,-95.017,Tropical Express Store,29.54396367073059,-95.01762986183167,Women's Store
1086,Kemah,29.542,-95.017,Nautic Yachting Center,29.54406566579497,-95.01907134373127,Harbor / Marina
1087,Kemah,29.542,-95.017,Nautic Yacht Center,29.54394179032755,-95.01935577449085,Harbor / Marina
1088,Kemah,29.542,-95.017,Kemah Waterfront,29.545312463450774,-95.01767460645362,Food
1089,Kemah,29.542,-95.017,Taco Cabana,29.54040833,-95.0206048,Taco Place
1090,Kemah,29.542,-95.017,Kemah Bridge Boat Ramp,29.54349741059014,-95.02125540258828,Harbor / Marina
1091,La Marque,29.3686,-94.9713,Dollar General,29.371059709202743,-94.97217660138949,Discount Store
1092,La Marque,29.3686,-94.9713,Girl's Auto Shop,29.368698120117188,-94.97212982177734,Auto Garage
1093,La Marque,29.3686,-94.9713,L and J Catering,29.372078000000002,-94.971406,Food
1094,La Marque,29.3686,-94.9713,Leo's Burger,29.364440999999996,-94.972272,Burger Joint
1095,La Porte,29.6658,-95.0194,Main 101 Bar & Grill,29.66584879892592,-95.01883946344357,American Restaurant
1096,La Porte,29.6658,-95.0194,El Ranchero Mexican Restaurant,29.66552937026435,-95.02179164890856,Mexican Restaurant
1097,La Porte,29.6658,-95.0194,Kings BBQ,29.665060473358704,-95.02435643559465,BBQ Joint
1098,La Porte,29.6658,-95.0194,Vicki's Antiques on Main,29.66565246195949,-95.02154492374522,Antique Shop
1099,League City,29.5075,-95.0949,Starbucks,29.50782591246134,-95.09500225062521,Coffee Shop
1100,League City,29.5075,-95.0949,La India Bonita,29.507901185973356,-95.09402598395968,Taco Place
1101,League City,29.5075,-95.0949,Esteban's Cafe and Cantina,29.5071474,-95.0985317,Mexican Restaurant
1102,League City,29.5075,-95.0949,Burger House,29.506632737838416,-95.09801134780895,Burger Joint
1103,League City,29.5075,-95.0949,El Centinela,29.507978828466676,-95.0953303577289,Mexican Restaurant
1104,League City,29.5075,-95.0949,CVS pharmacy,29.507649130981626,-95.09620009348636,Pharmacy
1105,League City,29.5075,-95.0949,Luigi's Pizza and Pasta,29.506697256376132,-95.09406558603035,Pizza Place
1106,League City,29.5075,-95.0949,McDonald's,29.50736435233712,-95.09440876543522,Fast Food Restaurant
1107,League City,29.5075,-95.0949,Enterprise Rent-A-Car,29.507509079221503,-95.09733800591675,Rental Car Location
1108,League City,29.5075,-95.0949,Signco Wraps,29.51083517258989,-95.09811758995056,Business Service
1109,League City,29.5075,-95.0949,Goodwill,29.506136470514765,-95.09757552260895,Thrift / Vintage Store
1110,League City,29.5075,-95.0949,Redbox,29.507486,-95.095215,Video Store
1111,League City,29.5075,-95.0949,Family Dollar,29.50696971608066,-95.09633698463827,Discount Store
1112,League City,29.5075,-95.0949,League City Park,29.511207945067625,-95.09208517985309,Park
1113,League City,29.5075,-95.0949,Splash Hair Designs,29.506411,-95.094049,Cosmetics Shop
1114,League City,29.5075,-95.0949,Blinx Lash Studio,29.506631,-95.09379399999999,Health & Beauty Service
1115,League City,29.5075,-95.0949,Palais Royal,29.506163,-95.09647,Department Store
1116,League City,29.5075,-95.0949,Belles & Beaus,29.507122,-95.09876668453217,Boutique
1117,League City,29.5075,-95.0949,Cat Corner,29.504613815500573,-95.09202203091456,Convenience Store
1118,Nassau Bay,29.5447,-95.091,Viola & Agnes' Neo Soul Cafe,29.548355811842153,-95.08842359501178,Southern / Soul Food Restaurant
1119,Nassau Bay,29.5447,-95.091,Courtyard by Marriott Houston NASA/Clear Lake,29.5483443,-95.0918078,Hotel
1120,Nassau Bay,29.5447,-95.091,Clear Creek Country Theatre,29.548523253007758,-95.08875810036258,Theater
1121,Nassau Bay,29.5447,-95.091,Dollar General,29.548145266721004,-95.08800420933068,Discount Store
1122,Nassau Bay,29.5447,-95.091,Howard L. Ward Park,29.545294,-95.087559,Park
1123,Nassau Bay,29.5447,-95.091,Nassau Bay Town Square,29.54858906680065,-95.0921563796899,Plaza
1124,Webster,29.5377,-95.1183,Nobi Public House,29.53895503278929,-95.11672172905193,Gastropub
1125,Webster,29.5377,-95.1183,Thai Seafood Restaurant,29.536546399321455,-95.1177571492955,Thai Restaurant
1126,Webster,29.5377,-95.1183,Carlos' Beer Garden,29.535700609809094,-95.1169436920538,Beer Garden
1127,Webster,29.5377,-95.1183,Heb Grocery,29.539229896105333,-95.11678673529663,Grocery Store
1128,Webster,29.5377,-95.1183,Nutrition Depot,29.53904309371512,-95.11688860371419,Pharmacy
1129,Webster,29.5377,-95.1183,Taqueria Chalupas,29.536609999999996,-95.117961,Mexican Restaurant
1130,Webster,29.5377,-95.1183,Ryans Smokehouse BBQ,29.537883905294862,-95.11907956936481,BBQ Joint
1131,Webster,29.5377,-95.1183,Whataburger,29.53743718437058,-95.1189355552196,Burger Joint
1132,Webster,29.5377,-95.1183,The HOP,29.537848161931716,-95.11843468099234,Nightclub
1133,Webster,29.5377,-95.1183,Safelite AutoGlass,29.536926,-95.118383,Auto Garage
1134,Webster,29.5377,-95.1183,Upstage Arts,29.538367618190396,-95.11609986990533,Theater
1135,Chinatown,29.705,-95.5453,Pine Forest Vegetarian,29.705368105805796,-95.54397450473611,Asian Restaurant
1136,Chinatown,29.705,-95.5453,Hokkaido Japanese Restaurant,29.70534192398791,-95.54398912605525,Sushi Restaurant
1137,Chinatown,29.705,-95.5453,Mala Sichuan Bistro,29.70579292002512,-95.5481868833196,Szechuan Restaurant
1138,Chinatown,29.705,-95.5453,Tan Tan,29.70589676175873,-95.545692675066,Chinese Restaurant
1139,Chinatown,29.705,-95.5453,Don Café & Sandwich,29.705301112090126,-95.54761901580714,Vietnamese Restaurant
1140,Chinatown,29.705,-95.5453,Yuan Ten Restaurant,29.70560943033398,-95.54836764627424,Chinese Restaurant
1141,Chinatown,29.705,-95.5453,One Dragon Restaurant,29.705875451272565,-95.54777368946836,Chinese Restaurant
1142,Chinatown,29.705,-95.5453,Olympic Chinese Bakery,29.705772999999997,-95.54666999999999,Bakery
1143,Chinatown,29.705,-95.5453,Gogo Ice,29.70591348482539,-95.54477639676193,Bubble Tea Shop
1144,Chinatown,29.705,-95.5453,The Teahouse,29.705396442658255,-95.54506963511949,Bubble Tea Shop
1145,Chinatown,29.705,-95.5453,Six Ping Cafe,29.705529052849055,-95.54832532782248,Bakery
1146,Chinatown,29.705,-95.5453,Red Circle Ice Cream,29.705487158930552,-95.54584292462613,Ice Cream Shop
1147,Chinatown,29.705,-95.5453,Shanghai Chinese Restaurant 富仔記,29.706195055218906,-95.54451035857994,Shanghai Restaurant
1148,Chinatown,29.705,-95.5453,Kuen Noodle House,29.70629205140347,-95.54440678888606,Noodle House
1149,Chinatown,29.705,-95.5453,Star Snow Ice,29.70572288925743,-95.54470539093018,Dessert Shop
1150,Chinatown,29.705,-95.5453,Pain Relief Center Foot Reflexology,29.705248422228617,-95.54504159157926,Spa
1151,Chinatown,29.705,-95.5453,Tapioca House  品茶軒,29.705324079045578,-95.54389916350091,Bubble Tea Shop
1152,Chinatown,29.705,-95.5453,Confucius Seafood Restaurant,29.705451388243322,-95.5408732138026,Chinese Restaurant
1153,Chinatown,29.705,-95.5453,Beard Papa’s,29.704642,-95.54849,Bakery
1154,Chinatown,29.705,-95.5453,Welcome Supermarket,29.70647359880257,-95.54483777983161,Supermarket
1155,Chinatown,29.705,-95.5453,Thanh Noi Sandwich,29.70566213814275,-95.54722335733558,Vietnamese Restaurant
1156,Chinatown,29.705,-95.5453,Hong Kong's Cafe 香港荼餐廳,29.705457100863164,-95.54398112257071,Chinese Restaurant
1157,Chinatown,29.705,-95.5453,Twinkle,29.705504686324915,-95.5443845060507,Bubble Tea Shop
1158,Chinatown,29.705,-95.5453,Dim Sum King,29.70626395516137,-95.54441073585582,Dim Sum Restaurant
1159,Chinatown,29.705,-95.5453,Beard Papas,29.704701,-95.549867,Dessert Shop
1160,Chinatown,29.705,-95.5453,Bubble Egg,29.705591,-95.544703,Dessert Shop
1161,Chinatown,29.705,-95.5453,Lai Lai Dumpling House,29.705698089664693,-95.54669106361541,Dumpling Restaurant
1162,Chinatown,29.705,-95.5453,Xin Jiang BBQ,29.70564264747697,-95.5466678230606,Xinjiang Restaurant
1163,Chinatown,29.705,-95.5453,Bodard Bistro,29.70626942687194,-95.54441692050023,Vietnamese Restaurant
1164,Chinatown,29.705,-95.5453,Givral's Sandwich Shop,29.705957130854188,-95.54752027356606,Asian Restaurant
1165,Chinatown,29.705,-95.5453,JusGo Supermarket,29.705644280771075,-95.54686367867758,Supermarket
1166,Chinatown,29.705,-95.5453,Yummy Kitchen,29.70585696523702,-95.54795749706199,Taiwanese Restaurant
1167,Chinatown,29.705,-95.5453,b10 Vietnamese Cafe,29.70597806407879,-95.54761451330951,Vietnamese Restaurant
1168,Chinatown,29.705,-95.5453,Hunan Plus,29.70623142167656,-95.54439071556229,Hunan Restaurant
1169,Chinatown,29.705,-95.5453,jing 5,29.705789000000003,-95.54819599999999,Chinese Restaurant
1170,Fulshear,29.6931,-95.8999,Dozier's Grocery & Market,29.693290713159517,-95.900541443068,BBQ Joint
1171,Fulshear,29.6931,-95.8999,Essence House Cafe,29.690701744936078,-95.90011535964832,Café
1172,Fulshear,29.6931,-95.8999,Domino's Pizza,29.691461404116733,-95.89987772883603,Pizza Place
1173,Fulshear,29.6931,-95.8999,Subway,29.69069504302429,-95.90034575805606,Sandwich Place
1174,Fulshear,29.6931,-95.8999,Shell,29.690400632242707,-95.89987418967526,Gas Station
1175,Fulshear,29.6931,-95.8999,Victors Mexican Resturant,29.69077824192218,-95.8989425160166,Mexican Restaurant
1176,Fulshear,29.6931,-95.8999,Las Flores,29.694413,-95.901014,Mexican Restaurant
1177,Fulshear,29.6931,-95.8999,Ray's Grill,29.690924222279254,-95.90035626086,American Restaurant
1178,Fulshear,29.6931,-95.8999,Pier 36 Seafodd & Oyster Bar,29.69093,-95.90043,Seafood Restaurant
1179,Fulshear,29.6931,-95.8999,Sweet Tooth,29.690853162041243,-95.90008653589561,Candy Store
1180,Fulshear,29.6931,-95.8999,Salons,29.691102493330302,-95.89865973900531,Salon / Barbershop
1181,Fulshear,29.6931,-95.8999,Pepperoni's Pizza,29.69055989347037,-95.90028127432072,Pizza Place
1182,Fulshear,29.6931,-95.8999,Time Wise,29.690461689710624,-95.89971683668136,Convenience Store
1183,Fulshear,29.6931,-95.8999,Goosehead Insurance - Sharla Pavle,29.6957971,-95.90160159999999,Insurance Office
1184,Katy,29.7857853,-95.8245,Los Cucos Mexican Cafe,29.78558891462171,-95.82495911439199,Mexican Restaurant
1185,Katy,29.7857853,-95.8245,Snappy's Cafe & Grill,29.785492086738305,-95.82402755017506,American Restaurant
1186,Katy,29.7857853,-95.8245,Midway BBQ,29.785354698181337,-95.82794474101777,BBQ Joint
1187,Katy,29.7857853,-95.8245,Salt & Pepper,29.7866548630855,-95.82510718077118,American Restaurant
1188,Katy,29.7857853,-95.8245,Los Altos De Jalisco,29.78568,-95.82326,Mexican Restaurant
1189,Katy,29.7857853,-95.8245,McDonald's,29.78545501999495,-95.82254670936891,Fast Food Restaurant
1190,Katy,29.7857853,-95.8245,KCM Resale Store,29.78657255397754,-95.82083106554327,Thrift / Vintage Store
1191,Katy,29.7857853,-95.8245,Subway,29.78536003298312,-95.82097956587336,Sandwich Place
1192,Katy,29.7857853,-95.8245,Wells Fargo,29.7884307,-95.8218607,Bank
1193,Katy,29.7857853,-95.8245,SONIC Drive In,29.7853833,-95.8195519,Fast Food Restaurant
1194,Katy,29.7857853,-95.8245,Domino's Pizza,29.78534561018549,-95.82115086342128,Pizza Place
1195,Katy,29.7857853,-95.8245,Midway Food Market,29.785518050193787,-95.82547903060913,Grocery Store
1196,Katy,29.7857853,-95.8245,Walgreen's,29.78653686991066,-95.8282421623793,Pharmacy
1197,Katy,29.7857853,-95.8245,Amber's Designs,29.785454953487857,-95.82034698132388,Jewelry Store
1198,Katy,29.7857853,-95.8245,Greyhound Bus Station,29.785548,-95.81992244,Bus Station
1199,Katy,29.7857853,-95.8245,Polaris,29.785419316666665,-95.82921083,Motorsports Shop
1200,Katy,29.7857853,-95.8245,Woodsland Park,29.78163124465775,-95.82578542897063,Park
1201,Westchase,29.7278,-95.5717,CVS pharmacy,29.728175521990796,-95.57106618393608,Pharmacy
1202,Westchase,29.7278,-95.5717,Redbox,29.72782,-95.571983,Video Store
1203,Westchase,29.7278,-95.5717,Redbox,29.728358,-95.571179,Video Store
1204,Westchase,29.7278,-95.5717,International Dermal Institute,29.730022809541857,-95.57219127294515,Spa
1205,Westchase,29.7278,-95.5717,Home2 Suites by Hilton,29.730683933184196,-95.57107963262575,Hotel
1206,Westchase,29.7278,-95.5717,Ice Cream Truck,29.728381660513087,-95.56714011626143,Food Truck
1207,Albany Park,41.9719367,-87.7161739,Cairo Nights Hookah Lounge,41.97577557890347,-87.71554727194713,Hookah Bar
1208,Albany Park,41.9719367,-87.7161739,Nighthawk,41.96797445401382,-87.71341511757156,Cocktail Bar
1209,Albany Park,41.9719367,-87.7161739,Chicago Produce,41.97055281291674,-87.7163271937518,Grocery Store
1210,Albany Park,41.9719367,-87.7161739,Peking Mandarin Resturant,41.96829199927995,-87.71578270440223,Chinese Restaurant
1211,Albany Park,41.9719367,-87.7161739,Popeyes Louisiana Kitchen,41.96845924073177,-87.7131557153965,Fried Chicken Joint
1212,Albany Park,41.9719367,-87.7161739,Banpojung,41.975706809962226,-87.7156087405049,Korean Restaurant
1213,Albany Park,41.9719367,-87.7161739,Markellos Baking Company,41.96860155803638,-87.71660731497109,Bakery
1214,Albany Park,41.9719367,-87.7161739,T-Mobile,41.968709000000004,-87.712816,Mobile Phone Shop
1215,Albany Park,41.9719367,-87.7161739,Subway,41.968747752852146,-87.71286141717928,Sandwich Place
1216,Albany Park,41.9719367,-87.7161739,Dunkin',41.96825461681716,-87.71296354370037,Donut Shop
1217,Albany Park,41.9719367,-87.7161739,Huddle House,41.968176,-87.71365300000001,Diner
1218,Albany Park,41.9719367,-87.7161739,CTA Bus Stop 17132,41.96824153150206,-87.71808385848999,Bus Station
1219,Edgewater,41.9833689,-87.6639516,Chicagoland Games: Dice Dojo,41.983442617640044,-87.66011616030994,Hobby Shop
1220,Edgewater,41.9833689,-87.6639516,Pasteur,41.982576786499585,-87.65995217377899,Asian Restaurant
1221,Edgewater,41.9833689,-87.6639516,Phlour Bakery & Cafe,41.983699907992715,-87.65956847389438,Bakery
1222,Edgewater,41.9833689,-87.6639516,Little Bad Wolf,41.98350095066181,-87.66893847298064,Restaurant
1223,Edgewater,41.9833689,-87.6639516,Little Vietnam,41.983726223431916,-87.65944453877363,Vietnamese Restaurant
1224,Edgewater,41.9833689,-87.6639516,Piatto Pronto,41.98422386195043,-87.66893246706415,Deli / Bodega
1225,Edgewater,41.9833689,-87.6639516,The Coffee Studio,41.98437370266036,-87.66910484278698,Coffee Shop
1226,Edgewater,41.9833689,-87.6639516,It’s Greek To U,41.981288,-87.66810600000001,Greek Restaurant
1227,Edgewater,41.9833689,-87.6639516,A Better Tan,41.98374246742707,-87.65951391308566,Tanning Salon
1228,Edgewater,41.9833689,-87.6639516,TrueNorth,41.981994284770174,-87.66845200807133,Café
1229,Edgewater,41.9833689,-87.6639516,Edgewater Produce,41.982124461193386,-87.66865561950004,Grocery Store
1230,Edgewater,41.9833689,-87.6639516,Jin Thai Cuisine,41.981786717302114,-87.659966452306,Thai Restaurant
1231,Edgewater,41.9833689,-87.6639516,Ben's Noodles and Rice,41.98367192592995,-87.65961925154593,Asian Restaurant
1232,Edgewater,41.9833689,-87.6639516,Colectivo Coffee Roasters,41.98061895946028,-87.66824715482603,Coffee Shop
1233,Edgewater,41.9833689,-87.6639516,Herb,41.98073,-87.66039,Asian Restaurant
1234,Edgewater,41.9833689,-87.6639516,Edgewater Fitness Center,41.98376627828172,-87.65846295599621,Gym
1235,Edgewater,41.9833689,-87.6639516,blowfish,41.98364085116485,-87.6592381379496,Sushi Restaurant
1236,Edgewater,41.9833689,-87.6639516,Tanoshii Mike's Sushi,41.98313928697926,-87.66860236003271,Sushi Restaurant
1237,Edgewater,41.9833689,-87.6639516,Nookies,41.983850258651955,-87.65812439310673,American Restaurant
1238,Edgewater,41.9833689,-87.6639516,Jerry's,41.980460275981855,-87.668302338982,Sandwich Place
1239,Edgewater,41.9833689,-87.6639516,Walgreens,41.9813346,-87.6686101,Pharmacy
1240,Edgewater,41.9833689,-87.6639516,Mei Shung,41.98209844804468,-87.65998698014197,Chinese Restaurant
1241,Edgewater,41.9833689,-87.6639516,AthletiCo,41.982886382147974,-87.66859093809276,Gym / Fitness Center
1242,Edgewater,41.9833689,-87.6639516,Edgewater Crossfit,41.98460236046606,-87.6603393796979,Gym / Fitness Center
1243,Edgewater,41.9833689,-87.6639516,Diamante Azul,41.98511008500237,-87.66911898503899,Mexican Restaurant
1244,Edgewater,41.9833689,-87.6639516,Passerotto,41.98044765391463,-87.66836197905323,Korean Restaurant
1245,Edgewater,41.9833689,-87.6639516,Roost,41.98436845987044,-87.66900048561365,Antique Shop
1246,Edgewater,41.9833689,-87.6639516,Flourish Bakery Cafe,41.98375595664209,-87.65957484711191,Tea Room
1247,Edgewater,41.9833689,-87.6639516,Two x Ten Nails,41.98028776138167,-87.66833756495492,Nail Salon
1248,Edgewater,41.9833689,-87.6639516,Leonardo's Ristorante,41.98500116972151,-87.66908200620514,Italian Restaurant
1249,Edgewater,41.9833689,-87.6639516,Subway,41.98346333064839,-87.65811238798779,Sandwich Place
1250,Edgewater,41.9833689,-87.6639516,The Little India Restaurant,41.983638275023154,-87.65856250223774,Indian Restaurant
1251,Edgewater,41.9833689,-87.6639516,Walgreens,41.98427852118098,-87.66065027575678,Pharmacy
1252,Edgewater,41.9833689,-87.6639516,JB Deli,41.98168704207645,-87.66837596112246,Deli / Bodega
1253,Edgewater,41.9833689,-87.6639516,AT&T,41.9836197,-87.6686387,Mobile Phone Shop
1254,Edgewater,41.9833689,-87.6639516,Yokozuna,41.98365270977907,-87.65928024544239,Sushi Restaurant
1255,Edgewater,41.9833689,-87.6639516,T-Mobile,41.98101195091744,-87.66859817790987,Mobile Phone Shop
1256,Edgewater,41.9833689,-87.6639516,Chase Bank,41.98585243842915,-87.65969216823572,Bank
1257,Edgewater,41.9833689,-87.6639516,Call Bar,41.98358176494068,-87.66919546101292,Gay Bar
1258,Edgewater,41.9833689,-87.6639516,Sherwin-Williams Paint Store,41.98044117961501,-87.65970073803088,Hardware Store
1259,Edgewater,41.9833689,-87.6639516,Dunkin',41.983667,-87.669175,Donut Shop
1260,Edgewater,41.9833689,-87.6639516,Redbox,41.98735019044443,-87.66602368457318,Video Store
1261,Edgewater,41.9833689,-87.6639516,Taqueria,41.983736548840454,-87.66007259517492,Mexican Restaurant
1262,Edgewater,41.9833689,-87.6639516,Redbox,41.9824224012008,-87.66868860620656,Video Store
1263,Edgewater,41.9833689,-87.6639516,Los Arcos,41.98246183965806,-87.66841929785664,Mexican Restaurant
1264,Edgewater,41.9833689,-87.6639516,Good Deal Garage,41.984720655804146,-87.66934023600282,Antique Shop
1265,Edgewater,41.9833689,-87.6639516,Subway,41.98343284482053,-87.66883820756722,Sandwich Place
1266,Edgewater,41.9833689,-87.6639516,Family Dollar,41.98636276478363,-87.65957651416801,Discount Store
1267,Edgewater,41.9833689,-87.6639516,Rivendell Theatre Ensemble,41.987063409013956,-87.66556568344912,Theater
1268,Edgewater,41.9833689,-87.6639516,Hollywood Pantry,41.98555677057224,-87.66332072605329,Liquor Store
1269,Edgewater,41.9833689,-87.6639516,Jiffy Lube,41.98365487026202,-87.66951971143595,Automotive Shop
1270,Edgewater,41.9833689,-87.6639516,Shell,41.98569393746453,-87.65985356699885,Gas Station
1271,Edgewater,41.9833689,-87.6639516,Uvae,41.983364,-87.66865,Wine Bar
1272,Edgewater,41.9833689,-87.6639516,Orange Shoe Personal Fitness,41.98375339680036,-87.66897362200666,Gym / Fitness Center
1273,Edgewater,41.9833689,-87.6639516,City Olive,41.984747999999996,-87.66941700000001,Gourmet Shop
1274,Edgewater,41.9833689,-87.6639516,Se'nse Asian Cuisine,41.985505,-87.669034,Thai Restaurant
1275,Edison Park,42.0057335,-87.81401633833357,Tony's Italian Deli and Subs,42.00288174430382,-87.81644343079547,Deli / Bodega
1276,Edison Park,42.0057335,-87.81401633833357,Zia's Trattoria,42.0026971730105,-87.81601305313666,Italian Restaurant
1277,Edison Park,42.0057335,-87.81401633833357,Nonno Pino's,42.00313232344503,-87.81688573349373,Italian Restaurant
1278,Edison Park,42.0057335,-87.81401633833357,The Curragh,42.00290221573807,-87.81636106216152,Pub
1279,Edison Park,42.0057335,-87.81401633833357,Firewater Saloon,42.002468299562906,-87.81637806881753,Bar
1280,Edison Park,42.0057335,-87.81401633833357,Café Touché,42.003467,-87.817173,French Restaurant
1281,Edison Park,42.0057335,-87.81401633833357,Happy Foods,42.00437698154531,-87.81855668812668,Grocery Store
1282,Edison Park,42.0057335,-87.81401633833357,Don Juan's,42.003342313461914,-87.81716298897936,Mexican Restaurant
1283,Edison Park,42.0057335,-87.81401633833357,Armand's Pizzaria,42.002694166919035,-87.81609111624154,Pizza Place
1284,Edison Park,42.0057335,-87.81401633833357,Snappy Dog,42.00244081917451,-87.81555189512032,Hot Dog Joint
1285,Edison Park,42.0057335,-87.81401633833357,The Wip Theater,42.001992,-87.815409,Theater
1286,Edison Park,42.0057335,-87.81401633833357,Le Flour,42.00254968526843,-87.81829462748438,Bakery
1287,Edison Park,42.0057335,-87.81401633833357,Moretti's Ristorante,42.002733480307604,-87.81756804979815,Italian Restaurant
1288,Edison Park,42.0057335,-87.81401633833357,Elliott's Seafood Grille,42.002587099965936,-87.81594106818936,Seafood Restaurant
1289,Edison Park,42.0057335,-87.81401633833357,Emerald Isle,42.0025058844822,-87.81580574355895,Bar
1290,Edison Park,42.0057335,-87.81401633833357,Mecca Supper Club,42.00207957742019,-87.81533144517772,American Restaurant
1291,Edison Park,42.0057335,-87.81401633833357,Edison Park Inn,42.00240441455426,-87.81735064741036,Bar
1292,Edison Park,42.0057335,-87.81401633833357,Que Onda,42.003104,-87.81607199999999,Mexican Restaurant
1293,Edison Park,42.0057335,-87.81401633833357,World Wide Liqour,42.00312814137094,-87.81661640875,Liquor Store
1294,Edison Park,42.0057335,-87.81401633833357,LeNuvo Salon & Spa,42.00314298973208,-87.81685950600219,Spa
1295,Edison Park,42.0057335,-87.81401633833357,Conca D'Oro Bakery,42.002957,-87.816939,Bakery
1296,Edison Park,42.0057335,-87.81401633833357,Nuovo Nails and Salon,42.003078,-87.817178,Cosmetics Shop
1297,Edison Park,42.0057335,-87.81401633833357,Park Place,42.002876,-87.817665,American Restaurant
1298,Edison Park,42.0057335,-87.81401633833357,Soup & Scoops,42.00248,-87.816997,Soup Place
1299,Edison Park,42.0057335,-87.81401633833357,Tony & Millie's Italian Ice Bar,42.002329,-87.817086,Dessert Shop
1300,Edison Park,42.0057335,-87.81401633833357,Xanna Salon & Spa,42.001634,-87.81472,Salon / Barbershop
1301,Edison Park,42.0057335,-87.81401633833357,Monument Park,42.0038559958331,-87.81909616373125,Park
1302,Edison Park,42.0057335,-87.81401633833357,The Cafe at LeFlour,42.0021512634011,-87.81702749917372,Coffee Shop
1303,Forest Glen,41.991751550000004,-87.75167396842738,Whole Foods Market,41.99069760831139,-87.7486219906842,Grocery Store
1304,Forest Glen,41.991751550000004,-87.75167396842738,Himshikhar Restaurant,41.99086159353953,-87.74815151888365,Indian Restaurant
1305,Forest Glen,41.991751550000004,-87.75167396842738,Billy Caldwell Golf Course,41.992250770530184,-87.75699973638704,Golf Course
1306,Forest Glen,41.991751550000004,-87.75167396842738,Starbucks,41.994296882616304,-87.74858391114822,Coffee Shop
1307,Forest Glen,41.991751550000004,-87.75167396842738,Eden's,41.99124915849554,-87.74810085956658,Fast Food Restaurant
1308,Forest Glen,41.991751550000004,-87.75167396842738,Bankers Life,41.993221000000005,-87.749246,Insurance Office
1309,Irving Park,41.953365,-87.7364471,Eris Brewery And Cider House,41.953787843970375,-87.73422054368746,Brewery
1310,Irving Park,41.953365,-87.7364471,Irving Park YMCA,41.95340368280658,-87.73516021480359,Gym
1311,Irving Park,41.953365,-87.7364471,Starbucks,41.953268,-87.737851,Coffee Shop
1312,Irving Park,41.953365,-87.7364471,Mid City Subaru,41.953771427502,-87.73709880404353,Auto Dealership
1313,Irving Park,41.953365,-87.7364471,Finom Coffee,41.953814,-87.732669,Coffee Shop
1314,Irving Park,41.953365,-87.7364471,Backlot Coffee,41.95326084621166,-87.73197619331471,Coffee Shop
1315,Irving Park,41.953365,-87.7364471,Golden Nugget,41.953460093070554,-87.73368780729625,Diner
1316,Irving Park,41.953365,-87.7364471,Chicago Taco Authority,41.953413788945596,-87.73334000674589,Taco Place
1317,Irving Park,41.953365,-87.7364471,McNamara's,41.9535755063091,-87.73673198867468,Bar
1318,Irving Park,41.953365,-87.7364471,Lou Malnati's Pizzeria,41.95349046333629,-87.73206567967796,Pizza Place
1319,Irving Park,41.953365,-87.7364471,Subway,41.953159610810594,-87.73573360442344,Sandwich Place
1320,Irving Park,41.953365,-87.7364471,Potbelly Sandwich Shop,41.953365665111114,-87.73214967411042,Sandwich Place
1321,Irving Park,41.953365,-87.7364471,Chicago's Pizza,41.95362936287187,-87.74141266468986,Pizza Place
1322,Irving Park,41.953365,-87.7364471,Dunkin',41.953326188788985,-87.73602681407993,Donut Shop
1323,Irving Park,41.953365,-87.7364471,The Unforgettable Bar,41.95366710448338,-87.73277431573032,Bar
1324,Irving Park,41.953365,-87.7364471,Thirteen Pins Tapas + Bar,41.95359700132349,-87.73281351922596,Tapas Restaurant
1325,Irving Park,41.953365,-87.7364471,Snap Fitness,41.95388507783654,-87.74067165818713,Gym
1326,Irving Park,41.953365,-87.7364471,Number 1 Chop Suey,41.953187,-87.73584699999999,Chinese Restaurant
1327,Irving Park,41.953365,-87.7364471,Convenient Food Mart,41.95331559986133,-87.73564176209788,Deli / Bodega
1328,Irving Park,41.953365,-87.7364471,Divvy Station,41.9544606028677,-87.73261141406022,Bike Rental / Bike Share
1329,Irving Park,41.953365,-87.7364471,CTA Bus 80,41.95720670973113,-87.736655408666,Bus Line
1330,Jefferson Park,41.9697375,-87.7631179,Gale Street Inn,41.970080335906594,-87.76273602462945,American Restaurant
1331,Jefferson Park,41.9697375,-87.7631179,Rex Tavern,41.97055556393376,-87.76285634813428,Bar
1332,Jefferson Park,41.9697375,-87.7631179,Weston’s,41.96955944414075,-87.76237076769544,Coffee Shop
1333,Jefferson Park,41.9697375,-87.7631179,Jefferson Memorial Park,41.96831332497476,-87.763831615448,Park
1334,Jefferson Park,41.9697375,-87.7631179,Kawayan,41.96928638449167,-87.7614849346954,Filipino Restaurant
1335,Jefferson Park,41.9697375,-87.7631179,Ed Paschke Art Center,41.96862362311546,-87.7622621986027,Art Museum
